school,major,gpa,intern_company_scale,intern_total_months,intern_count,award_level,project_count,cert_count,has_language_cert,overseas_experience,company_size,industry,job_role,label,label_text
InSeoul,Engineering,3.66,None,0,0,Regional,3,0,0,None,Large,IT,Developer,1,Pass
College,Business,3.43,None,0,0,Regional,4,0,0,OverseasIntern,Mid,Service,Developer,1,Pass
Local,Humanities,3.64,Small,6,1,None,0,3,1,None,Large,IT,Developer,1,Pass
InSeoul,Humanities,3.87,None,0,0,School,1,1,0,None,Mid,Public,Sales,1,Pass
InSeoul,CS,4.02,Startup,6,1,None,4,0,0,None,Small,Other,Developer,1,Pass
Local,Other,3.2,Small,3,3,None,1,0,0,None,Startup,Service,Designer,1,Pass
Local,Business,3.75,None,0,0,None,1,1,0,Exchange,Small,Service,Sales,1,Pass
InSeoul,CS,3.65,Small,1,1,None,1,1,0,Exchange,Mid,Public,Other,1,Pass
InSeoul,Business,4.04,Mid,5,1,None,1,1,0,None,Startup,Manufacturing,Marketer,1,Pass
InSeoul,Business,3.78,None,0,0,None,3,1,1,None,Mid,Manufacturing,Other,1,Pass
Local,Other,3.47,None,0,0,None,1,1,1,None,Startup,IT,Marketer,1,Pass
College,CS,3.02,None,0,0,None,4,2,0,None,Large,IT,Developer,1,Pass
College,Business,3.03,Small,6,3,None,5,1,0,None,Mid,Finance,Developer,1,Pass
Local,Other,3.18,Startup,10,2,None,3,3,0,None,Large,Manufacturing,Marketer,1,Pass
InSeoul,Engineering,3.04,Startup,6,1,School,4,0,0,LanguageStudy,Mid,IT,Developer,1,Pass
InSeoul,Business,4.04,Large,4,1,School,3,2,1,Exchange,Mid,IT,Marketer,1,Pass
Local,Other,3.2,None,0,0,None,5,1,1,None,Large,Finance,Developer,1,Pass
InSeoul,Business,3.2,Small,2,1,None,1,0,0,Exchange,Large,Retail,Sales,1,Pass
InSeoul,Humanities,3.89,Large,10,2,School,2,3,1,None,Startup,Finance,Sales,1,Pass
InSeoul,Humanities,4.26,Large,3,1,School,3,1,1,LanguageStudy,Large,Finance,Sales,1,Pass
Local,Engineering,3.26,Large,3,1,None,2,1,1,None,Small,Retail,Developer,1,Pass
Local,CS,3.63,Mid,3,1,None,2,1,0,None,Large,IT,Developer,1,Pass
College,Humanities,3.44,Startup,5,1,School,0,1,0,LanguageStudy,Startup,Finance,Designer,1,Pass
Local,Humanities,3.15,Startup,15,3,None,2,0,0,None,Startup,IT,Designer,1,Pass
Local,Engineering,3.37,Small,6,1,School,4,1,1,Exchange,Large,Manufacturing,Other,1,Pass
Local,Humanities,2.92,Mid,18,3,None,0,2,1,Exchange,Mid,Retail,Sales,1,Pass
College,CS,2.55,Small,3,1,Regional,2,1,0,None,Mid,Service,Sales,1,Pass
College,Engineering,3.62,Small,3,1,None,3,2,0,None,Startup,IT,Developer,1,Pass
InSeoul,Humanities,3.5,Small,2,1,School,1,3,1,None,Small,IT,Developer,1,Pass
Local,Engineering,3.12,None,0,0,None,2,2,1,None,Small,Finance,Developer,1,Pass
Local,Engineering,3.17,Large,4,1,None,2,0,0,Exchange,Mid,Manufacturing,Developer,1,Pass
College,CS,3.17,None,0,0,Regional,1,3,0,None,Large,IT,Sales,1,Pass
Local,Other,3.57,None,0,0,None,0,0,0,None,Small,Public,Marketer,1,Pass
College,Business,2.91,None,0,0,School,0,0,0,Exchange,Large,Manufacturing,Designer,1,Pass
Local,CS,2.98,Small,12,2,Regional,2,2,0,LanguageStudy,Startup,Other,Sales,1,Pass
Local,Engineering,3.59,Mid,3,1,School,3,0,0,None,Large,Finance,Sales,1,Pass
InSeoul,Humanities,3.39,None,0,0,None,2,1,1,None,Small,IT,Marketer,1,Pass
InSeoul,Business,3.59,Large,4,2,None,1,0,0,OverseasIntern,Mid,Service,Marketer,1,Pass
Local,Engineering,3.38,Small,3,1,None,0,0,0,LanguageStudy,Mid,Finance,Developer,1,Pass
College,Other,2.85,Small,6,2,None,1,2,1,None,Startup,Retail,Other,1,Pass
InSeoul,Business,3.78,None,0,0,None,3,1,1,None,Mid,Manufacturing,Other,1,Pass
Local,Other,3.36,Small,1,1,None,1,2,1,None,Startup,IT,Marketer,1,Pass
InSeoul,Humanities,4.11,None,0,0,None,0,0,0,None,Large,Service,Designer,1,Pass
Local,Other,3.96,Mid,15,3,None,1,1,1,None,Small,Finance,Other,1,Pass
Local,Humanities,3.01,Small,8,2,School,1,0,0,LanguageStudy,Small,Finance,Developer,1,Pass
Local,Other,2.92,Small,6,3,None,2,2,0,None,Startup,Manufacturing,Other,1,Pass
Local,CS,2.73,None,0,0,Regional,0,1,0,None,Mid,IT,HR,1,Pass
InSeoul,Humanities,3.54,None,0,0,None,3,1,1,None,Small,Service,Developer,1,Pass
InSeoul,Engineering,3.67,Mid,10,2,Regional,2,0,0,None,Large,Finance,Marketer,1,Pass
InSeoul,CS,3.7,None,0,0,Regional,1,4,1,None,Small,Service,Other,1,Pass
Local,Humanities,2.44,None,0,0,None,2,0,0,None,Startup,IT,Developer,1,Pass
College,CS,3.3,Small,5,1,None,0,4,1,None,Startup,IT,Marketer,1,Pass
InSeoul,Humanities,3.28,Startup,2,2,Regional,3,1,1,None,Small,Finance,Designer,1,Pass
InSeoul,Other,3.66,None,0,0,Regional,1,1,0,None,Large,Finance,Developer,1,Pass
InSeoul,Other,3.06,Mid,3,1,School,2,0,0,Exchange,Large,IT,Sales,1,Pass
Local,Engineering,3.2,Small,3,1,None,1,3,0,None,Small,Service,Sales,1,Pass
InSeoul,CS,2.97,Mid,6,2,School,5,1,0,None,Small,Public,Developer,1,Pass
Local,Business,3.84,Startup,8,2,None,4,0,0,OverseasIntern,Small,Finance,Sales,1,Pass
College,Engineering,2.57,Small,2,1,None,2,3,1,None,Startup,IT,Developer,1,Pass
Local,Engineering,3.23,Large,15,3,None,0,1,0,None,Large,Manufacturing,HR,1,Pass
InSeoul,Engineering,4.09,None,0,0,None,2,3,1,LanguageStudy,Large,IT,Developer,1,Pass
InSeoul,Engineering,4.04,Large,8,2,None,2,0,0,LanguageStudy,Large,Manufacturing,Marketer,1,Pass
Local,Humanities,3.39,None,0,0,School,3,1,0,None,Startup,IT,Marketer,1,Pass
Local,Engineering,3.34,Startup,1,1,School,3,1,0,None,Large,Manufacturing,Developer,1,Pass
Local,Other,3.36,Small,1,1,None,1,2,1,None,Startup,IT,Marketer,1,Pass
College,Business,3.1,None,0,0,None,2,1,1,LanguageStudy,Small,Manufacturing,Other,1,Pass
College,Other,3.3,Mid,5,1,School,1,0,0,None,Startup,IT,Developer,1,Pass
InSeoul,Other,3.3,None,0,0,Regional,1,1,1,None,Small,Manufacturing,Sales,1,Pass
Local,Business,3.84,Startup,8,2,None,4,0,0,OverseasIntern,Small,Finance,Sales,1,Pass
College,Business,3.72,Mid,12,3,None,0,2,1,None,Large,Other,Sales,1,Pass
InSeoul,Other,3.84,Large,3,1,School,4,0,0,LanguageStudy,Startup,Finance,Developer,1,Pass
InSeoul,Engineering,3.5,Small,18,3,None,1,1,0,LanguageStudy,Large,Retail,Developer,1,Pass
InSeoul,Other,3.39,None,0,0,School,0,1,1,None,Small,Manufacturing,HR,1,Pass
Local,Business,3.98,Mid,5,1,None,5,1,1,None,Small,IT,Developer,1,Pass
InSeoul,Other,3.3,None,0,0,Regional,1,1,1,None,Small,Manufacturing,Sales,1,Pass
InSeoul,Business,4,Small,15,3,None,0,1,1,None,Large,IT,Sales,1,Pass
College,Engineering,3.24,Small,6,1,Regional,2,0,0,None,Startup,Manufacturing,Sales,1,Pass
Local,Business,3.64,None,0,0,None,3,1,1,None,Startup,Service,Developer,1,Pass
College,Other,2.88,Small,12,3,None,2,1,1,None,Small,Service,Other,1,Pass
College,CS,2.04,Startup,12,2,Regional,1,0,0,None,Mid,IT,Sales,1,Pass
Local,CS,3.73,Large,5,1,None,3,0,0,None,Startup,IT,Developer,1,Pass
College,Humanities,2.97,None,0,0,Regional,1,3,0,LanguageStudy,Small,IT,Marketer,1,Pass
InSeoul,Business,3.64,Large,5,1,Regional,0,1,1,None,Large,Finance,Marketer,1,Pass
InSeoul,Business,3.23,Startup,8,2,School,1,2,1,OverseasIntern,Small,IT,HR,1,Pass
InSeoul,CS,3.7,None,0,0,Regional,1,4,1,None,Small,Service,Other,1,Pass
InSeoul,Other,3.57,Mid,3,1,Regional,1,1,0,None,Large,IT,Marketer,1,Pass
InSeoul,Engineering,4.17,Small,4,1,None,4,0,0,LanguageStudy,Mid,IT,Designer,1,Pass
College,CS,3.21,None,0,0,None,3,1,1,LanguageStudy,Large,Retail,Developer,1,Pass
Local,Business,3.16,Small,1,1,None,0,2,1,OverseasIntern,Startup,Other,Marketer,1,Pass
Local,Engineering,3.68,None,0,0,None,0,4,0,None,Small,IT,HR,1,Pass
Local,Engineering,3.75,Mid,5,1,None,0,0,0,None,Large,Retail,HR,1,Pass
InSeoul,CS,4.17,Small,3,1,Regional,2,3,0,None,Small,Retail,Developer,1,Pass
Local,Other,3.1,None,0,0,None,4,1,1,None,Startup,Other,Sales,1,Pass
Local,CS,3.79,None,0,0,None,2,3,1,None,Startup,IT,Marketer,1,Pass
InSeoul,Humanities,2.78,None,0,0,School,2,0,0,OverseasIntern,Small,Service,Marketer,1,Pass
InSeoul,Engineering,3.37,Small,1,1,None,2,2,0,None,Large,Manufacturing,Marketer,1,Pass
InSeoul,CS,3.26,Large,1,1,None,0,0,0,None,Startup,IT,Designer,1,Pass
InSeoul,Other,3.83,Mid,8,2,None,6,0,0,None,Startup,Public,Developer,1,Pass
InSeoul,Business,2.81,None,0,0,School,2,3,1,None,Startup,IT,Marketer,1,Pass
College,Business,3.06,Mid,2,1,None,3,3,0,None,Small,Finance,Developer,1,Pass
InSeoul,Other,4.1,Mid,18,3,National,2,2,0,None,Small,Finance,HR,1,Pass
InSeoul,Humanities,3.13,Large,3,1,School,3,2,1,None,Startup,Manufacturing,Developer,1,Pass
College,Humanities,3.29,None,0,0,None,3,2,0,None,Mid,IT,Developer,1,Pass
Local,Other,3.57,None,0,0,None,0,0,0,None,Small,Public,Marketer,1,Pass
Local,CS,3.75,Small,6,1,None,3,1,0,None,Large,Manufacturing,Developer,1,Pass
Local,CS,2.95,Startup,6,1,School,0,0,0,Exchange,Mid,Manufacturing,Marketer,1,Pass
College,Humanities,2.87,None,0,0,School,0,0,0,Exchange,Small,Service,Other,1,Pass
InSeoul,Other,3.12,None,0,0,None,1,0,0,None,Small,Manufacturing,Designer,1,Pass
College,Humanities,3.91,Mid,5,1,None,1,3,1,None,Mid,Retail,Other,1,Pass
InSeoul,Humanities,3.42,Small,2,2,School,1,0,0,None,Large,Manufacturing,Designer,1,Pass
InSeoul,Humanities,3.42,Small,2,2,School,1,0,0,None,Large,Manufacturing,Designer,1,Pass
InSeoul,Business,3.74,Startup,1,1,National,2,1,1,None,Large,Public,Other,1,Pass
College,Other,3.58,Small,1,1,Regional,2,1,1,None,Mid,Retail,Developer,1,Pass
Local,Engineering,3.19,Small,8,2,None,2,1,0,Exchange,Mid,IT,Marketer,1,Pass
College,Business,3.69,None,0,0,School,4,1,1,None,Mid,IT,Developer,1,Pass
Local,Humanities,2.92,Large,6,1,Regional,2,0,0,LanguageStudy,Mid,Service,Designer,1,Pass
College,Humanities,3.44,Startup,5,1,School,0,1,0,LanguageStudy,Startup,Finance,Designer,1,Pass
Local,Humanities,3.74,None,0,0,None,0,0,0,Exchange,Large,IT,Sales,1,Pass
Local,Humanities,2.84,None,0,0,None,2,0,0,OverseasIntern,Large,Service,Marketer,1,Pass
InSeoul,CS,3.33,Mid,1,1,School,6,0,0,None,Mid,IT,Developer,1,Pass
InSeoul,Business,4.15,Small,6,1,School,4,1,0,None,Small,IT,Developer,1,Pass
InSeoul,Other,3.61,Small,2,2,None,1,2,1,None,Mid,Service,HR,1,Pass
InSeoul,Business,3.61,Startup,6,1,Regional,1,2,1,None,Large,Retail,Marketer,1,Pass
Local,Business,3.83,Startup,12,2,None,2,2,1,None,Small,Public,Developer,1,Pass
InSeoul,Business,3.43,Mid,4,1,None,0,0,0,LanguageStudy,Mid,Finance,Designer,1,Pass
InSeoul,Humanities,3.87,None,0,0,School,1,1,0,None,Mid,Public,Sales,1,Pass
Local,Humanities,3.47,Small,18,3,None,2,0,0,OverseasIntern,Startup,Manufacturing,HR,1,Pass
InSeoul,Other,3.23,None,0,0,None,4,1,0,Exchange,Mid,Manufacturing,Developer,1,Pass
InSeoul,Business,4.04,Mid,5,1,None,1,1,0,None,Startup,Manufacturing,Marketer,1,Pass
Local,Business,3.42,None,0,0,None,0,3,0,Exchange,Mid,Other,HR,1,Pass
College,Business,3.52,None,0,0,Regional,2,1,0,None,Large,Manufacturing,Marketer,1,Pass
Local,Other,3.5,None,0,0,None,1,2,0,OverseasIntern,Startup,Retail,Developer,1,Pass
Local,Engineering,3.49,Large,3,1,None,4,2,0,None,Mid,IT,Developer,1,Pass
Local,Engineering,3.68,None,0,0,None,0,4,0,None,Small,IT,HR,1,Pass
InSeoul,Humanities,4.26,Large,3,1,School,3,1,1,LanguageStudy,Large,Finance,Sales,1,Pass
InSeoul,Humanities,3.47,Startup,6,1,None,5,2,0,None,Small,Retail,Developer,1,Pass
College,CS,3.2,Small,5,1,None,3,0,0,None,Large,IT,Developer,1,Pass
Local,Engineering,3.13,Mid,1,1,National,2,0,0,None,Small,Finance,Developer,1,Pass
InSeoul,Business,4.3,Small,2,2,None,5,1,1,None,Mid,Finance,Developer,1,Pass
InSeoul,Engineering,3.5,Small,18,3,None,1,1,0,LanguageStudy,Large,Retail,Developer,1,Pass
Local,Other,3.63,Large,4,2,None,5,4,1,LanguageStudy,Large,Public,Developer,1,Pass
InSeoul,Business,3.2,None,0,0,None,5,1,0,None,Small,Service,Developer,1,Pass
InSeoul,Business,3.84,Large,1,1,None,2,3,1,None,Small,Manufacturing,Developer,1,Pass
Local,Other,2.97,None,0,0,School,1,1,1,OverseasIntern,Mid,Service,HR,1,Pass
College,CS,3.64,Large,2,2,None,4,2,0,None,Large,Manufacturing,Developer,1,Pass
Local,Engineering,3.87,None,0,0,None,5,1,1,None,Startup,IT,Developer,1,Pass
InSeoul,Business,3.62,Startup,5,1,School,3,1,0,None,Large,Service,HR,1,Pass
Local,Business,3.14,Mid,4,2,None,0,0,0,None,Mid,Finance,HR,1,Pass
Local,Humanities,3.83,None,0,0,National,1,0,0,None,Startup,IT,Developer,1,Pass
InSeoul,Business,3.57,None,0,0,School,3,3,1,None,Large,Finance,Developer,1,Pass
InSeoul,Humanities,3.21,Small,2,1,None,1,2,1,LanguageStudy,Small,Other,Marketer,1,Pass
InSeoul,Business,3.74,None,0,0,None,1,1,1,None,Small,Manufacturing,HR,1,Pass
InSeoul,CS,4.08,Small,2,1,None,3,1,0,None,Large,Public,Developer,1,Pass
InSeoul,Business,3.79,None,0,0,None,1,1,0,None,Startup,IT,HR,1,Pass
InSeoul,Humanities,3.51,Small,1,1,None,3,0,0,Exchange,Small,Service,Developer,1,Pass
Local,Other,4.25,Startup,4,1,None,1,3,0,None,Mid,Manufacturing,Other,1,Pass
Local,Business,3.23,Small,6,1,National,4,0,0,None,Mid,Public,HR,1,Pass
InSeoul,Humanities,4.03,Small,4,1,School,3,0,0,None,Startup,Service,Developer,1,Pass
Local,Engineering,2.85,Small,5,1,None,2,0,0,LanguageStudy,Mid,Service,Designer,1,Pass
InSeoul,Humanities,3.28,Startup,2,2,Regional,3,1,1,None,Small,Finance,Designer,1,Pass
Local,Engineering,3.05,Large,2,2,None,3,0,0,None,Small,IT,Developer,1,Pass
College,CS,3.64,Large,2,2,None,4,2,0,None,Large,Manufacturing,Developer,1,Pass
Local,Other,2.79,None,0,0,School,2,1,1,LanguageStudy,Startup,Finance,Other,1,Pass
InSeoul,Engineering,4.03,Small,4,2,None,3,1,1,None,Large,Retail,Developer,1,Pass
College,Other,2.93,Small,6,1,School,2,0,0,None,Mid,Manufacturing,Marketer,1,Pass
College,Business,2.92,Large,1,1,National,0,3,0,None,Large,Other,Designer,1,Pass
InSeoul,Humanities,4.26,Large,3,1,School,3,1,1,LanguageStudy,Large,Finance,Sales,1,Pass
Local,Engineering,3.47,None,0,0,School,3,3,1,LanguageStudy,Startup,Service,Developer,1,Pass
Local,Humanities,3.12,None,0,0,Regional,0,2,0,None,Small,Manufacturing,Sales,1,Pass
InSeoul,Other,4.01,Large,2,1,National,1,1,0,None,Startup,Finance,Developer,1,Pass
InSeoul,Business,3.78,Startup,3,1,None,3,0,0,None,Small,IT,Developer,1,Pass
InSeoul,Engineering,4.03,Small,4,2,None,3,1,1,None,Large,Retail,Developer,1,Pass
InSeoul,Other,3.5,Startup,1,1,None,3,0,0,None,Large,Service,Sales,1,Pass
Local,Business,3.65,None,0,0,Regional,3,2,0,None,Small,IT,Designer,1,Pass
Local,CS,3.31,Small,2,1,None,1,1,0,None,Mid,Other,Marketer,1,Pass
InSeoul,Engineering,3.22,None,0,0,School,1,1,1,None,Small,Retail,Marketer,1,Pass
InSeoul,Engineering,3.77,Startup,3,1,None,4,1,0,None,Mid,IT,Developer,1,Pass
InSeoul,CS,3.95,None,0,0,None,0,1,1,None,Small,Finance,Marketer,1,Pass
InSeoul,Business,3.27,None,0,0,School,3,1,0,None,Mid,Finance,Developer,1,Pass
InSeoul,Engineering,3.43,Mid,3,1,None,2,1,1,None,Large,IT,Developer,1,Pass
College,CS,3.21,None,0,0,None,3,1,1,LanguageStudy,Large,Retail,Developer,1,Pass
InSeoul,Engineering,4.15,Startup,10,2,None,2,3,1,LanguageStudy,Mid,Manufacturing,HR,1,Pass
InSeoul,Engineering,3.97,Startup,4,1,None,6,0,0,None,Small,Service,Developer,1,Pass
Local,Engineering,3.34,Startup,1,1,School,3,1,0,None,Large,Manufacturing,Developer,1,Pass
Local,Humanities,3.94,None,0,0,None,4,3,1,Exchange,Startup,Finance,Developer,1,Pass
InSeoul,Engineering,3.94,Mid,5,1,National,0,1,1,OverseasIntern,Startup,Public,Marketer,1,Pass
InSeoul,Business,3.5,None,0,0,None,2,0,0,Exchange,Mid,IT,Sales,1,Pass
Local,Business,3.32,None,0,0,Regional,2,1,0,None,Startup,Finance,Designer,1,Pass
Local,Business,3.27,Mid,10,2,National,4,0,0,None,Mid,Finance,Developer,1,Pass
College,Business,2.92,Large,1,1,National,0,3,0,None,Large,Other,Designer,1,Pass
InSeoul,Engineering,3.04,Startup,6,1,School,4,0,0,LanguageStudy,Mid,IT,Developer,1,Pass
Local,Business,3.94,None,0,0,None,1,1,0,None,Small,Retail,Developer,1,Pass
College,CS,3.38,Large,9,3,None,1,2,0,LanguageStudy,Large,IT,Marketer,1,Pass
InSeoul,Business,3.55,None,0,0,None,3,0,0,None,Small,Manufacturing,Developer,1,Pass
Local,CS,3.17,Mid,2,2,None,2,2,1,None,Small,Retail,Marketer,1,Pass
College,Other,2.93,Small,6,1,School,2,0,0,None,Mid,Manufacturing,Marketer,1,Pass
InSeoul,Humanities,2.78,None,0,0,School,2,0,0,OverseasIntern,Small,Service,Marketer,1,Pass
Local,Humanities,3.42,None,0,0,None,3,1,1,Exchange,Mid,Manufacturing,Developer,1,Pass
InSeoul,CS,3.84,Mid,1,1,None,1,1,1,None,Mid,Other,HR,1,Pass
InSeoul,Business,3.2,Small,2,1,None,1,0,0,Exchange,Large,Retail,Sales,1,Pass
InSeoul,Other,3.81,None,0,0,School,3,4,1,None,Large,IT,Developer,1,Pass
Local,Engineering,2.56,Startup,1,1,School,5,1,1,Exchange,Large,IT,Developer,1,Pass
College,CS,3.27,None,0,0,School,1,0,0,None,Mid,IT,HR,1,Pass
InSeoul,Humanities,3.81,Small,4,2,School,2,0,0,None,Large,IT,HR,1,Pass
College,Humanities,2.67,Startup,4,2,None,0,2,0,None,Startup,IT,Other,1,Pass
InSeoul,CS,3.26,None,0,0,None,5,3,1,None,Large,Other,Developer,1,Pass
Local,Business,3.42,None,0,0,None,0,3,0,Exchange,Mid,Other,HR,1,Pass
College,Engineering,3.15,Mid,2,1,School,2,1,1,None,Startup,IT,HR,1,Pass
College,CS,3.29,Startup,2,2,School,1,0,0,None,Mid,Service,Marketer,1,Pass
InSeoul,Business,2.81,None,0,0,School,2,3,1,None,Startup,IT,Marketer,1,Pass
Local,Humanities,3.51,Mid,4,1,None,4,0,0,None,Large,IT,Developer,1,Pass
InSeoul,Business,2.81,None,0,0,School,2,3,1,None,Startup,IT,Marketer,1,Pass
Local,Other,3.04,Small,2,1,None,2,1,1,LanguageStudy,Startup,Finance,HR,1,Pass
Local,Engineering,3.17,Large,4,1,None,2,0,0,Exchange,Mid,Manufacturing,Developer,1,Pass
InSeoul,Engineering,3.77,Startup,3,1,None,4,1,0,None,Mid,IT,Developer,1,Pass
InSeoul,Humanities,3.7,None,0,0,None,1,0,0,None,Startup,Manufacturing,Other,1,Pass
InSeoul,Engineering,3.56,Small,2,1,None,4,2,0,None,Small,Finance,Developer,1,Pass
Local,Other,3.26,None,0,0,None,1,2,1,LanguageStudy,Mid,IT,Developer,1,Pass
InSeoul,Engineering,3.64,Startup,3,1,None,2,1,1,None,Startup,IT,Developer,1,Pass
Local,Engineering,3.11,None,0,0,School,1,1,1,None,Mid,Manufacturing,Marketer,1,Pass
Local,Humanities,2.89,Small,1,1,None,1,2,1,LanguageStudy,Small,IT,Designer,1,Pass
College,Humanities,2.88,None,0,0,School,2,0,0,LanguageStudy,Small,Manufacturing,Developer,1,Pass
Local,Other,3.2,Small,3,3,None,1,0,0,None,Startup,Service,Designer,1,Pass
InSeoul,Humanities,4.03,Small,4,1,School,3,0,0,None,Startup,Service,Developer,1,Pass
InSeoul,Engineering,3.49,None,0,0,None,1,1,0,None,Small,Finance,Developer,1,Pass
Local,CS,3.58,None,0,0,Regional,4,0,0,None,Small,IT,Developer,1,Pass
Local,Humanities,3.39,None,0,0,School,3,1,0,None,Startup,IT,Marketer,1,Pass
Local,Business,3.95,None,0,0,School,1,1,1,None,Mid,IT,Marketer,1,Pass
InSeoul,Engineering,3.2,None,0,0,School,1,0,0,None,Startup,IT,HR,1,Pass
InSeoul,CS,4.2,Large,15,3,None,2,2,1,Exchange,Startup,Other,Other,1,Pass
College,Other,3.37,None,0,0,None,3,1,0,LanguageStudy,Mid,Public,Developer,1,Pass
InSeoul,Engineering,3.2,Mid,6,1,None,1,4,1,None,Mid,Retail,Sales,1,Pass
Local,Other,3.47,None,0,0,None,1,1,1,None,Startup,IT,Marketer,1,Pass
College,Business,4.02,None,0,0,Regional,2,0,0,LanguageStudy,Small,Manufacturing,Marketer,1,Pass
InSeoul,CS,3.28,Small,2,1,Regional,2,3,1,Exchange,Mid,Retail,Designer,1,Pass
Local,Humanities,3.89,Startup,2,2,None,4,3,1,None,Small,IT,Developer,1,Pass
Local,Other,3.68,Mid,6,1,None,2,0,0,None,Mid,Retail,Developer,1,Pass
Local,Business,3.84,Startup,6,1,None,1,0,0,Exchange,Large,Finance,Designer,1,Pass
Local,Humanities,2.44,None,0,0,None,2,0,0,None,Startup,IT,Developer,1,Pass
College,CS,3.18,None,0,0,None,0,4,1,None,Startup,IT,Designer,1,Pass
Local,Engineering,3.87,None,0,0,None,5,1,1,None,Startup,IT,Developer,1,Pass
Local,Engineering,3.58,None,0,0,School,4,0,0,LanguageStudy,Mid,Manufacturing,Other,1,Pass
College,CS,2.55,Small,3,1,Regional,2,1,0,None,Mid,Service,Sales,1,Pass
InSeoul,Business,3.11,None,0,0,School,4,1,1,None,Small,IT,Developer,1,Pass
Local,Engineering,3.87,None,0,0,None,5,1,1,None,Startup,IT,Developer,1,Pass
InSeoul,CS,3.48,None,0,0,School,2,0,0,None,Startup,IT,Developer,1,Pass
Local,Engineering,3.56,Startup,2,2,None,2,1,1,None,Large,Finance,Marketer,1,Pass
InSeoul,CS,4.02,Startup,6,1,None,4,0,0,None,Small,Other,Developer,1,Pass
InSeoul,Other,3.41,Mid,5,1,None,1,1,1,LanguageStudy,Large,IT,Developer,1,Pass
College,Engineering,3.24,Small,6,1,Regional,2,0,0,None,Startup,Manufacturing,Sales,1,Pass
InSeoul,Other,3.65,None,0,0,None,0,2,1,None,Startup,IT,Marketer,1,Pass
Local,Business,2.98,Startup,6,1,School,3,2,1,Exchange,Large,Retail,Developer,1,Pass
Local,CS,3.12,None,0,0,None,0,1,1,None,Small,Finance,HR,1,Pass
InSeoul,Other,3.06,Mid,3,1,School,2,0,0,Exchange,Large,IT,Sales,1,Pass
InSeoul,Other,3.98,None,0,0,Regional,1,1,1,None,Startup,Retail,Developer,1,Pass
Local,Humanities,3.53,None,0,0,Regional,3,0,0,Exchange,Small,Retail,Developer,1,Pass
InSeoul,Other,3.86,Startup,5,1,None,0,1,0,None,Small,IT,Marketer,1,Pass
InSeoul,Other,3.71,None,0,0,None,2,2,0,None,Startup,IT,HR,1,Pass
College,Humanities,2.98,Small,2,1,School,1,0,0,None,Mid,Manufacturing,Sales,1,Pass
InSeoul,Other,4.48,None,0,0,None,3,1,1,None,Mid,Other,Developer,1,Pass
InSeoul,CS,2.97,Mid,6,2,School,5,1,0,None,Small,Public,Developer,1,Pass
InSeoul,Business,3.71,Mid,6,1,None,1,0,0,None,Large,Manufacturing,Developer,1,Pass
College,Business,3.51,None,0,0,School,0,2,1,None,Mid,IT,Developer,1,Pass
InSeoul,Engineering,3.88,Startup,6,3,None,0,1,1,None,Mid,Public,HR,1,Pass
College,Other,2.85,Small,6,2,None,1,2,1,None,Startup,Retail,Other,1,Pass
InSeoul,Humanities,3.76,None,0,0,None,4,3,1,OverseasIntern,Mid,Service,Developer,1,Pass
InSeoul,Other,4.24,None,0,0,None,0,1,1,None,Small,IT,Marketer,1,Pass
InSeoul,CS,3.83,None,0,0,None,4,1,1,None,Small,Service,Developer,1,Pass
InSeoul,Other,3.2,Mid,4,1,School,2,1,1,None,Small,IT,Marketer,1,Pass
Local,CS,3.53,Mid,1,1,School,0,1,1,None,Small,Finance,HR,1,Pass
College,Business,3.51,None,0,0,School,0,2,1,None,Mid,IT,Developer,1,Pass
InSeoul,Engineering,3.12,Small,3,1,None,0,3,1,None,Startup,Service,Marketer,1,Pass
InSeoul,Business,3.4,None,0,0,None,2,2,0,None,Startup,IT,HR,1,Pass
InSeoul,Business,3.74,None,0,0,None,1,1,1,None,Small,Manufacturing,HR,1,Pass
Local,Business,3.84,Startup,8,2,None,4,0,0,OverseasIntern,Small,Finance,Sales,1,Pass
InSeoul,Business,3.84,None,0,0,None,1,2,1,None,Startup,Service,Sales,1,Pass
College,Engineering,2.93,None,0,0,None,6,2,1,Exchange,Small,Service,Developer,1,Pass
InSeoul,Business,4.04,Mid,5,1,None,1,1,0,None,Startup,Manufacturing,Marketer,1,Pass
Local,Business,3.79,Small,3,1,None,2,0,0,Exchange,Large,Manufacturing,Developer,1,Pass
College,Business,2.76,None,0,0,School,2,2,1,None,Mid,Finance,Developer,1,Pass
College,Other,2.85,Small,6,2,None,1,2,1,None,Startup,Retail,Other,1,Pass
InSeoul,Humanities,4.09,None,0,0,None,3,1,1,None,Mid,Manufacturing,Other,1,Pass
Local,Other,3.18,Mid,3,1,None,1,1,0,LanguageStudy,Mid,Finance,Marketer,1,Pass
InSeoul,Engineering,3.67,None,0,0,None,1,2,1,None,Mid,Other,Marketer,1,Pass
Local,CS,3.15,Mid,5,1,School,1,2,1,OverseasIntern,Large,Manufacturing,Marketer,1,Pass
Local,CS,3.37,None,0,0,Regional,4,0,0,Exchange,Large,Public,Developer,1,Pass
Local,Engineering,2.86,Startup,1,1,None,1,1,1,None,Startup,Finance,Designer,1,Pass
InSeoul,CS,4.06,Startup,3,1,School,4,1,1,LanguageStudy,Mid,Finance,HR,1,Pass
InSeoul,CS,4.07,Startup,3,1,None,1,1,0,None,Small,Finance,Marketer,1,Pass
